dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1514764800,2018-01-01 00:00:00 +0000 UTC,4366164,,,,265.32,263.15,267.15,1029,,,48,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1514768400,2018-01-01 01:00:00 +0000 UTC,4366164,,,,264.1,261.15,266.15,1029,,,52,2,230,,,,,,,,,1,800,Clear,sky is clear,01n
1514772000,2018-01-01 02:00:00 +0000 UTC,4366164,,,,263.82,261.15,266.15,1030,,,52,3,230,,,,,,,,,1,800,Clear,sky is clear,01n
1514775600,2018-01-01 03:00:00 +0000 UTC,4366164,,,,263.38,260.15,265.15,1030,,,52,2,230,,,,,,,,,1,800,Clear,sky is clear,01n
1514779200,2018-01-01 04:00:00 +0000 UTC,4366164,,,,263.2,260.15,265.15,1030,,,52,1,230,,,,,,,,,1,800,Clear,sky is clear,01n
1514782800,2018-01-01 05:00:00 +0000 UTC,4366164,,,,263.15,260.15,265.15,1030,,,52,1,230,,,,,,,,,1,800,Clear,sky is clear,01n
1514786400,2018-01-01 06:00:00 +0000 UTC,4366164,,,,262.71,259.15,265.15,1030,,,56,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1514790000,2018-01-01 07:00:00 +0000 UTC,4366164,,,,261.93,258.15,265.15,1030,,,56,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1514793600,2018-01-01 08:00:00 +0000 UTC,4366164,,,,261.4,257.15,265.15,1031,,,84,2,327,,,,,,,,,1,800,Clear,sky is clear,01n
1514797200,2018-01-01 09:00:00 +0000 UTC,4366164,,,,260.83,257.15,264.15,1031,,,56,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1514800800,2018-01-01 10:00:00 +0000 UTC,4366164,,,,261.03,256.15,264.15,1031,,,56,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1514804400,2018-01-01 11:00:00 +0000 UTC,4366164,,,,261.57,258.15,265.15,1031,,,61,2,319,,,,,,,,,1,800,Clear,sky is clear,01n
1514808000,2018-01-01 12:00:00 +0000 UTC,4366164,,,,261.21,258.15,264.15,1032,,,66,2,319,,,,,,,,,1,800,Clear,sky is clear,01n
1514811600,2018-01-01 13:00:00 +0000 UTC,4366164,,,,261.27,258.15,264.15,1032,,,84,2,319,,,,,,,,,1,800,Clear,sky is clear,01d
1514815200,2018-01-01 14:00:00 +0000 UTC,4366164,,,,262.34,258.15,264.15,1033,,,72,2,298,,,,,,,,,1,800,Clear,sky is clear,01d
1514818800,2018-01-01 15:00:00 +0000 UTC,4366164,,,,264.91,263.15,266.15,1033,,,52,1,280,,,,,,,,,1,800,Clear,sky is clear,01d
1514822400,2018-01-01 16:00:00 +0000 UTC,4366164,,,,266.27,265.15,267.15,1034,,,48,3,290,,,,,,,,,1,800,Clear,sky is clear,01d
1514826000,2018-01-01 17:00:00 +0000 UTC,4366164,,,,266.97,266.15,268.15,1033,,,41,4,300,,,,,,,,,40,802,Clouds,scattered clouds,03d
1514829600,2018-01-01 18:00:00 +0000 UTC,4366164,,,,267.5,266.15,269.15,1032,,,41,3,320,,,,,,,,,75,803,Clouds,broken clouds,04d
1514833200,2018-01-01 19:00:00 +0000 UTC,4366164,,,,268.21,266.15,270.15,1030,,,35,6,290,,,,,,,,,75,803,Clouds,broken clouds,04d
1514836800,2018-01-01 20:00:00 +0000 UTC,4366164,,,,268.15,267.15,269.15,1031,,,37,4,260,,,,,,,,,90,804,Clouds,overcast clouds,04d
1514840400,2018-01-01 21:00:00 +0000 UTC,4366164,,,,268.04,266.15,270.15,1031,,,35,5,290,,,,,,,,,40,802,Clouds,scattered clouds,03d
1514844000,2018-01-01 22:00:00 +0000 UTC,4366164,,,,267.71,266.15,269.15,1031,,,34,3,300,,,,,,,,,1,800,Clear,sky is clear,01d
1514847600,2018-01-01 23:00:00 +0000 UTC,4366164,,,,266.68,265.15,268.15,1031,,,41,2,270,,,,,,,,,1,800,Clear,sky is clear,01n
1514851200,2018-01-02 00:00:00 +0000 UTC,4366164,,,,265.97,264.15,267.15,1031,,,41,4,292,,,,,,,,,1,800,Clear,sky is clear,01n
1514854800,2018-01-02 01:00:00 +0000 UTC,4366164,,,,265.21,263.15,267.15,1032,,,37,7,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514858400,2018-01-02 02:00:00 +0000 UTC,4366164,,,,265.09,263.15,266.15,1033,,,40,6,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514862000,2018-01-02 03:00:00 +0000 UTC,4366164,,,,264.92,263.15,266.15,1034,,,40,5,230,,,,,,,,,1,800,Clear,sky is clear,01n
1514865600,2018-01-02 04:00:00 +0000 UTC,4366164,,,,263.93,262.15,265.15,1034,,,43,4,230,,,,,,,,,1,800,Clear,sky is clear,01n
1514869200,2018-01-02 05:00:00 +0000 UTC,4366164,,,,263.45,262.15,265.15,1034,,,43,4,230,,,,,,,,,1,800,Clear,sky is clear,01n
1514872800,2018-01-02 06:00:00 +0000 UTC,4366164,,,,262.91,261.15,264.15,1034,,,43,2,250,,,,,,,,,1,800,Clear,sky is clear,01n
1514876400,2018-01-02 07:00:00 +0000 UTC,4366164,,,,262.33,260.15,264.15,1034,,,47,1,250,,,,,,,,,1,800,Clear,sky is clear,01n
1514880000,2018-01-02 08:00:00 +0000 UTC,4366164,,,,261.97,259.15,264.15,1034,,,47,2,250,,,,,,,,,1,800,Clear,sky is clear,01n
1514883600,2018-01-02 09:00:00 +0000 UTC,4366164,,,,262.15,260.15,264.15,1034,,,51,3,240,,,,,,,,,1,800,Clear,sky is clear,01n
1514887200,2018-01-02 10:00:00 +0000 UTC,4366164,,,,262.09,259.15,264.15,1035,,,51,3,240,,,,,,,,,1,800,Clear,sky is clear,01n
1514890800,2018-01-02 11:00:00 +0000 UTC,4366164,,,,261.68,259.15,264.15,1035,,,51,2,250,,,,,,,,,1,800,Clear,sky is clear,01n
1514894400,2018-01-02 12:00:00 +0000 UTC,4366164,,,,261.8,259.15,264.15,1036,,,51,3,250,,,,,,,,,1,800,Clear,sky is clear,01n
1514898000,2018-01-02 13:00:00 +0000 UTC,4366164,,,,261.32,258.15,263.15,1036,,,51,4,304,,,,,,,,,1,600,Snow,light snow,13d
1514901600,2018-01-02 14:00:00 +0000 UTC,4366164,,,,261.97,259.15,264.15,1036,,,51,2,250,,,,,,,,,1,800,Clear,sky is clear,01d
1514905200,2018-01-02 15:00:00 +0000 UTC,4366164,,,,263.85,262.15,265.15,1037,,,43,3,250,,,,,,,,,1,800,Clear,sky is clear,01d
1514908800,2018-01-02 16:00:00 +0000 UTC,4366164,,,,265.03,263.15,266.15,1037,,,43,4,240,,,,,,,,,1,800,Clear,sky is clear,01d
1514912400,2018-01-02 17:00:00 +0000 UTC,4366164,,,,266.21,265.15,267.15,1036,,,40,4,240,,,,,,,,,1,800,Clear,sky is clear,01d
1514916000,2018-01-02 18:00:00 +0000 UTC,4366164,,,,267.27,266.15,268.15,1034,,,37,2,250,,,,,,,,,1,800,Clear,sky is clear,01d
1514919600,2018-01-02 19:00:00 +0000 UTC,4366164,,,,267.92,266.15,269.15,1033,,,34,3,250,,,,,,,,,1,800,Clear,sky is clear,01d
1514923200,2018-01-02 20:00:00 +0000 UTC,4366164,,,,268.92,267.15,270.15,1032,,,32,3,240,,,,,,,,,1,800,Clear,sky is clear,01d
1514926800,2018-01-02 21:00:00 +0000 UTC,4366164,,,,269.32,267.15,271.15,1031,,,32,2,250,,,,,,,,,1,800,Clear,sky is clear,01d
1514930400,2018-01-02 22:00:00 +0000 UTC,4366164,,,,269.16,267.15,271.15,1031,,,32,2,260,,,,,,,,,1,800,Clear,sky is clear,01d
1514934000,2018-01-02 23:00:00 +0000 UTC,4366164,,,,267.92,266.15,269.15,1030,,,32,3,284,,,,,,,,,1,800,Clear,sky is clear,01n
1514937600,2018-01-03 00:00:00 +0000 UTC,4366164,,,,266.37,263.15,269.15,1030,,,44,3,284,,,,,,,,,1,800,Clear,sky is clear,01n
1514941200,2018-01-03 01:00:00 +0000 UTC,4366164,,,,264.66,261.15,268.15,1031,,,56,3,284,,,,,,,,,1,800,Clear,sky is clear,01n
1514944800,2018-01-03 02:00:00 +0000 UTC,4366164,,,,264.33,260.15,268.15,1030,,,52,2,285,,,,,,,,,1,800,Clear,sky is clear,01n
1514948400,2018-01-03 03:00:00 +0000 UTC,4366164,,,,263.71,259.15,268.15,1030,,,61,2,285,,,,,,,,,1,800,Clear,sky is clear,01n
1514952000,2018-01-03 04:00:00 +0000 UTC,4366164,,,,263.22,258.15,269.15,1030,,,78,2,285,,,,,,,,,1,800,Clear,sky is clear,01n
1514955600,2018-01-03 05:00:00 +0000 UTC,4366164,,,,261.81,257.15,266.15,1030,,,78,2,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514959200,2018-01-03 06:00:00 +0000 UTC,4366164,,,,261.57,257.15,267.15,1029,,,78,2,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514962800,2018-01-03 07:00:00 +0000 UTC,4366164,,,,261.16,257.15,267.15,1029,,,78,2,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514966400,2018-01-03 08:00:00 +0000 UTC,4366164,,,,261.22,256.15,267.15,1029,,,84,1,323,,,,,,,,,1,800,Clear,sky is clear,01n
1514970000,2018-01-03 09:00:00 +0000 UTC,4366164,,,,260.61,256.15,266.15,1028,,,84,1,25,,,,,,,,,1,800,Clear,sky is clear,01n
1514973600,2018-01-03 10:00:00 +0000 UTC,4366164,,,,260.1,256.15,265.15,1028,,,84,1,25,,,,,,,,,1,721,Haze,haze,50n
1514977200,2018-01-03 11:00:00 +0000 UTC,4366164,,,,259.1,255.15,263.15,1028,,,77,1,88,,,,,,,,,1,800,Clear,sky is clear,01n
1514980800,2018-01-03 12:00:00 +0000 UTC,4366164,,,,259.51,255.15,265.15,1028,,,84,1,88,,,,,,,,,1,800,Clear,sky is clear,01n
1514984400,2018-01-03 13:00:00 +0000 UTC,4366164,,,,258.86,255.15,264.15,1027,,,92,1,88,,,,,,,,,1,701,Mist,mist,50n
1514988000,2018-01-03 14:00:00 +0000 UTC,4366164,,,,260.37,255.15,266.15,1027,,,78,1,139,,,,,,,,,1,800,Clear,sky is clear,01d
1514991600,2018-01-03 15:00:00 +0000 UTC,4366164,,,,264.85,262.15,268.15,1027,,,67,1,139,,,,,,,,,1,800,Clear,sky is clear,01d
1514995200,2018-01-03 16:00:00 +0000 UTC,4366164,,,,268.26,266.15,270.15,1026,,,45,1,139,,,,,,,,,1,800,Clear,sky is clear,01d
1514998800,2018-01-03 17:00:00 +0000 UTC,4366164,,,,269.44,267.15,272.15,1025,,,49,2,100,,,,,,,,,1,800,Clear,sky is clear,01d
1515002400,2018-01-03 18:00:00 +0000 UTC,4366164,,,,271.43,269.15,273.15,1022,,,82,2,154,,,,,,,,,1,800,Clear,sky is clear,01d
1515006000,2018-01-03 19:00:00 +0000 UTC,4366164,,,,272.31,270.15,274.15,1022,,,42,2,154,,,,,,,,,1,800,Clear,sky is clear,01d
1515009600,2018-01-03 20:00:00 +0000 UTC,4366164,,,,273.09,272.15,274.15,1021,,,84,1,112,,,,,,,,,1,800,Clear,sky is clear,01d
1515013200,2018-01-03 21:00:00 +0000 UTC,4366164,,,,273.43,272.15,275.15,1021,,,84,1,112,,,,,,,,,1,800,Clear,sky is clear,01d
1515016800,2018-01-03 22:00:00 +0000 UTC,4366164,,,,273.04,271.15,274.15,1020,,,84,1,112,,,,,,,,,75,803,Clouds,broken clouds,04d
1515020400,2018-01-03 23:00:00 +0000 UTC,4366164,,,,272.15,271.15,273.15,1019,,,46,1,80,,,,,,,,,1,800,Clear,sky is clear,01n
1515024000,2018-01-04 00:00:00 +0000 UTC,4366164,,,,271.71,270.15,273.15,1019,,,50,2,80,,,,,,,,,90,804,Clouds,overcast clouds,04n
1515027600,2018-01-04 01:00:00 +0000 UTC,4366164,,,,271.45,270.15,272.15,1019,,,46,2,58,,,,,,,,,90,804,Clouds,overcast clouds,04n
1515031200,2018-01-04 02:00:00 +0000 UTC,4366164,,,,271.86,271.15,273.15,1017,,,36,2,49,,,,,,,,,20,801,Clouds,few clouds,02n
1515034800,2018-01-04 03:00:00 +0000 UTC,4366164,,,,271.71,271.15,272.15,1017,,,46,2,80,,,,,,,,,40,802,Clouds,scattered clouds,03n
1515038400,2018-01-04 04:00:00 +0000 UTC,4366164,,,,271.37,270.15,272.15,1016,,,54,2,49,,,,,,,,,90,600,Snow,light snow,13n
1515042000,2018-01-04 05:00:00 +0000 UTC,4366164,,,,270.9,270.15,272.15,1015,,,74,4,60,,,,,,,,,90,600,Snow,light snow,13n
1515042000,2018-01-04 05:00:00 +0000 UTC,4366164,,,,270.9,270.15,272.15,1015,,,74,4,60,,,,,,,,,90,701,Mist,mist,50n
1515045600,2018-01-04 06:00:00 +0000 UTC,4366164,,,,270.15,269.15,271.15,1013,,,86,2,350,,,,,,,,,90,601,Snow,snow,13n
1515045600,2018-01-04 06:00:00 +0000 UTC,4366164,,,,270.15,269.15,271.15,1013,,,86,2,350,,,,,,,,,90,701,Mist,mist,50n
1515049200,2018-01-04 07:00:00 +0000 UTC,4366164,,,,269.99,269.15,271.15,1011,,,85,5,350,,,,,,,,,90,601,Snow,snow,13n
1515049200,2018-01-04 07:00:00 +0000 UTC,4366164,,,,269.99,269.15,271.15,1011,,,85,5,350,,,,,,,,,90,701,Mist,mist,50n
1515052800,2018-01-04 08:00:00 +0000 UTC,4366164,,,,269.91,269.15,271.15,1010,,,73,3,330,,,,,,,,,1,600,Snow,light snow,13n
1515052800,2018-01-04 08:00:00 +0000 UTC,4366164,,,,269.91,269.15,271.15,1010,,,73,3,330,,,,,,,,,1,701,Mist,mist,50n
1515056400,2018-01-04 09:00:00 +0000 UTC,4366164,,,,269.92,269.15,271.15,1007,,,79,7,340,,,,,,,,,90,600,Snow,light snow,13n
1515056400,2018-01-04 09:00:00 +0000 UTC,4366164,,,,269.92,269.15,271.15,1007,,,79,7,340,,,,,,,,,90,701,Mist,mist,50n
1515060000,2018-01-04 10:00:00 +0000 UTC,4366164,,,,269.28,268.15,270.15,1006,,,79,9,340,,,,,,,,,90,600,Snow,light snow,13n
1515060000,2018-01-04 10:00:00 +0000 UTC,4366164,,,,269.28,268.15,270.15,1006,,,79,9,340,,,,,,,,,90,701,Mist,mist,50n
1515063600,2018-01-04 11:00:00 +0000 UTC,4366164,,,,268.46,267.15,269.15,1005,,,79,8,350,,,,,,,,,90,600,Snow,light snow,13n
1515063600,2018-01-04 11:00:00 +0000 UTC,4366164,,,,268.46,267.15,269.15,1005,,,79,8,350,,,,,,,,,90,701,Mist,mist,50n
1515067200,2018-01-04 12:00:00 +0000 UTC,4366164,,,,268.44,267.15,270.15,1006,,,73,6,250,,,,,,,,,90,601,Snow,snow,13n
1515067200,2018-01-04 12:00:00 +0000 UTC,4366164,,,,268.44,267.15,270.15,1006,,,73,6,250,,,,,,,,,90,701,Mist,mist,50n
1515070800,2018-01-04 13:00:00 +0000 UTC,4366164,,,,268.45,267.15,270.15,1004,,,79,11,330,,,,,,,,,75,600,Snow,light snow,13d
1515070800,2018-01-04 13:00:00 +0000 UTC,4366164,,,,268.45,267.15,270.15,1004,,,79,11,330,,,,,,,,,75,701,Mist,mist,50d
1515074400,2018-01-04 14:00:00 +0000 UTC,4366164,,,,268.4,267.15,269.15,1005,,,67,6,240,,,,,,,,,90,302,Drizzle,heavy intensity drizzle,09d
1515074400,2018-01-04 14:00:00 +0000 UTC,4366164,,,,268.4,267.15,269.15,1005,,,67,6,240,,,,,,,,,90,600,Snow,light snow,13d
1515078000,2018-01-04 15:00:00 +0000 UTC,4366164,,,,268.71,267.15,270.15,1005,,,57,5,230,,,,,,,,,90,600,Snow,light snow,13d
1515081600,2018-01-04 16:00:00 +0000 UTC,4366164,,,,268.87,267.15,270.15,1006,,,58,10,320,,,,,,,,,90,600,Snow,light snow,13d
1515085200,2018-01-04 17:00:00 +0000 UTC,4366164,,,,268.82,267.15,270.15,1003,,,79,10,310,,,,,,,,,90,600,Snow,light snow,13d
1515085200,2018-01-04 17:00:00 +0000 UTC,4366164,,,,268.82,267.15,270.15,1003,,,79,10,310,,,,,,,,,90,701,Mist,mist,50d
1515088800,2018-01-04 18:00:00 +0000 UTC,4366164,,,,269.15,268.15,270.15,1002,,,58,11,320,,,,,,,,,20,600,Snow,light snow,13d
1515088800,2018-01-04 18:00:00 +0000 UTC,4366164,,,,269.15,268.15,270.15,1002,,,58,11,320,,,,,,,,,20,701,Mist,mist,50d
1515092400,2018-01-04 19:00:00 +0000 UTC,4366164,,,,269.65,268.15,271.15,1004,,,53,13,310,,,,,,,,,20,600,Snow,light snow,13d
1515092400,2018-01-04 19:00:00 +0000 UTC,4366164,,,,269.65,268.15,271.15,1004,,,53,13,310,,,,,,,,,20,701,Mist,mist,50d
1515096000,2018-01-04 20:00:00 +0000 UTC,4366164,,,,270.08,269.15,271.15,1005,,,45,11,310,,,,,,,,,20,600,Snow,light snow,13d
1515096000,2018-01-04 20:00:00 +0000 UTC,4366164,,,,270.08,269.15,271.15,1005,,,45,11,310,,,,,,,,,20,701,Mist,mist,50d
1515099600,2018-01-04 21:00:00 +0000 UTC,4366164,,,,270.08,269.15,271.15,1005,,,45,9,310,,,,,,,,,90,600,Snow,light snow,13d
1515099600,2018-01-04 21:00:00 +0000 UTC,4366164,,,,270.08,269.15,271.15,1005,,,45,9,310,,,,,,,,,90,701,Mist,mist,50d
1515103200,2018-01-04 22:00:00 +0000 UTC,4366164,,,,269.84,269.15,271.15,1006,,,42,7,320,,,,,,,,,90,804,Clouds,overcast clouds,04d
1515106800,2018-01-04 23:00:00 +0000 UTC,4366164,,,,268.3,266.15,270.15,1009,,,41,10,300,,,,,,,,,1,800,Clear,sky is clear,01n
1515110400,2018-01-05 00:00:00 +0000 UTC,4366164,,,,267.46,266.15,269.15,1008,,,41,9,310,,,,,,,,,20,801,Clouds,few clouds,02n
1515114000,2018-01-05 01:00:00 +0000 UTC,4366164,,,,266.09,265.15,267.15,1011,,,44,8,300,,,,,,,,,1,800,Clear,sky is clear,01n
1515117600,2018-01-05 02:00:00 +0000 UTC,4366164,,,,265.8,265.15,267.15,1011,,,40,8,240,,,,,,,,,1,800,Clear,sky is clear,01n
1515121200,2018-01-05 03:00:00 +0000 UTC,4366164,,,,265.39,264.15,266.15,1012,,,40,5,240,,,,,,,,,1,800,Clear,sky is clear,01n
1515124800,2018-01-05 04:00:00 +0000 UTC,4366164,,,,264.9,264.15,266.15,1012,,,40,7,230,,,,,,,,,1,800,Clear,sky is clear,01n
1515128400,2018-01-05 05:00:00 +0000 UTC,4366164,,,,264.22,263.15,265.15,1012,,,40,9,240,,,,,,,,,1,800,Clear,sky is clear,01n
1515132000,2018-01-05 06:00:00 +0000 UTC,4366164,,,,263.74,262.15,265.15,1013,,,40,8,230,,,,,,,,,1,800,Clear,sky is clear,01n
1515135600,2018-01-05 07:00:00 +0000 UTC,4366164,,,,263.21,262.15,264.15,1014,,,40,5,250,,,,,,,,,1,800,Clear,sky is clear,01n
1515139200,2018-01-05 08:00:00 +0000 UTC,4366164,,,,262.97,262.15,264.15,1017,,,43,5,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515142800,2018-01-05 09:00:00 +0000 UTC,4366164,,,,262.68,261.15,264.15,1015,,,43,3,250,,,,,,,,,1,800,Clear,sky is clear,01n
1515146400,2018-01-05 10:00:00 +0000 UTC,4366164,,,,262.42,261.15,263.15,1015,,,43,5,240,,,,,,,,,1,800,Clear,sky is clear,01n
1515150000,2018-01-05 11:00:00 +0000 UTC,4366164,,,,261.96,261.15,263.15,1016,,,43,7,250,,,,,,,,,1,800,Clear,sky is clear,01n
1515153600,2018-01-05 12:00:00 +0000 UTC,4366164,,,,261.74,261.15,262.15,1018,,,43,4,300,,,,,,,,,1,800,Clear,sky is clear,01n
1515157200,2018-01-05 13:00:00 +0000 UTC,4366164,,,,261.65,261.15,263.15,1018,,,43,4,240,,,,,,,,,1,800,Clear,sky is clear,01d
1515160800,2018-01-05 14:00:00 +0000 UTC,4366164,,,,262.02,261.15,263.15,1019,,,43,4,240,,,,,,,,,1,800,Clear,sky is clear,01d
1515164400,2018-01-05 15:00:00 +0000 UTC,4366164,,,,263.37,261.15,266.15,1020,,,36,7,250,,,,,,,,,1,800,Clear,sky is clear,01d
1515168000,2018-01-05 16:00:00 +0000 UTC,4366164,,,,264.79,262.15,267.15,1021,,,34,8,300,,,,,,,,,1,800,Clear,sky is clear,01d
1515171600,2018-01-05 17:00:00 +0000 UTC,4366164,,,,265.21,262.15,268.15,1020,,,36,5,250,,,,,,,,,1,800,Clear,sky is clear,01d
1515175200,2018-01-05 18:00:00 +0000 UTC,4366164,,,,266.19,264.15,269.15,1020,,,31,7,290,,,,,,,,,1,800,Clear,sky is clear,01d
1515178800,2018-01-05 19:00:00 +0000 UTC,4366164,,,,266.6,264.15,269.15,1020,,,34,5,250,,,,,,,,,1,800,Clear,sky is clear,01d
1515182400,2018-01-05 20:00:00 +0000 UTC,4366164,,,,266.76,265.15,269.15,1021,,,29,10,300,,,,,,,,,1,800,Clear,sky is clear,01d
1515186000,2018-01-05 21:00:00 +0000 UTC,4366164,,,,266.43,264.15,269.15,1021,,,31,4,250,,,,,,,,,1,800,Clear,sky is clear,01d
1515189600,2018-01-05 22:00:00 +0000 UTC,4366164,,,,265.88,264.15,268.15,1022,,,33,6,250,,,,,,,,,1,800,Clear,sky is clear,01d
1515193200,2018-01-05 23:00:00 +0000 UTC,4366164,,,,264.84,263.15,266.15,1023,,,33,4,250,,,,,,,,,1,800,Clear,sky is clear,01n
1515196800,2018-01-06 00:00:00 +0000 UTC,4366164,,,,264.33,262.15,266.15,1023,,,36,3,250,,,,,,,,,1,800,Clear,sky is clear,01n
1515200400,2018-01-06 01:00:00 +0000 UTC,4366164,,,,263.78,262.15,265.15,1024,,,36,5,250,,,,,,,,,1,800,Clear,sky is clear,01n
1515204000,2018-01-06 02:00:00 +0000 UTC,4366164,,,,263.21,261.15,265.15,1024,,,36,4,250,,,,,,,,,1,800,Clear,sky is clear,01n
1515207600,2018-01-06 03:00:00 +0000 UTC,4366164,,,,263.15,261.15,264.15,1025,,,36,4,250,,,,,,,,,1,800,Clear,sky is clear,01n
1515211200,2018-01-06 04:00:00 +0000 UTC,4366164,,,,262.74,261.15,264.15,1025,,,40,4,240,,,,,,,,,1,800,Clear,sky is clear,01n
1515214800,2018-01-06 05:00:00 +0000 UTC,4366164,,,,262.33,259.15,264.15,1025,,,43,3,240,,,,,,,,,1,800,Clear,sky is clear,01n
1515218400,2018-01-06 06:00:00 +0000 UTC,4366164,,,,261.68,258.15,264.15,1025,,,43,3,250,,,,,,,,,1,800,Clear,sky is clear,01n
1515222000,2018-01-06 07:00:00 +0000 UTC,4366164,,,,261.64,259.15,264.15,1026,,,43,3,240,,,,,,,,,1,800,Clear,sky is clear,01n
1515225600,2018-01-06 08:00:00 +0000 UTC,4366164,,,,260.97,258.15,263.15,1027,,,39,5,300,,,,,,,,,1,800,Clear,sky is clear,01n
1515229200,2018-01-06 09:00:00 +0000 UTC,4366164,,,,260.68,258.15,263.15,1027,,,43,2,250,,,,,,,,,1,800,Clear,sky is clear,01n
1515232800,2018-01-06 10:00:00 +0000 UTC,4366164,,,,260.68,258.15,262.15,1028,,,43,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1515236400,2018-01-06 11:00:00 +0000 UTC,4366164,,,,260.27,257.15,262.15,1028,,,43,1,230,,,,,,,,,1,800,Clear,sky is clear,01n
1515240000,2018-01-06 12:00:00 +0000 UTC,4366164,,,,259.91,256.15,261.15,1029,,,43,1,240,,,,,,,,,1,800,Clear,sky is clear,01n
1515243600,2018-01-06 13:00:00 +0000 UTC,4366164,,,,259.62,256.15,261.15,1029,,,46,3,230,,,,,,,,,1,800,Clear,sky is clear,01d
1515247200,2018-01-06 14:00:00 +0000 UTC,4366164,,,,260.14,256.15,261.15,1030,,,39,3,260,,,,,,,,,1,800,Clear,sky is clear,01d
1515250800,2018-01-06 15:00:00 +0000 UTC,4366164,,,,262.25,260.15,264.15,1032,,,36,5,310,,,,,,,,,1,800,Clear,sky is clear,01d
1515254400,2018-01-06 16:00:00 +0000 UTC,4366164,,,,263.43,261.15,265.15,1031,,,36,5,250,,,,,,,,,1,800,Clear,sky is clear,01d
1515258000,2018-01-06 17:00:00 +0000 UTC,4366164,,,,264.21,262.15,266.15,1031,,,36,3,250,,,,,,,,,1,800,Clear,sky is clear,01d
1515261600,2018-01-06 18:00:00 +0000 UTC,4366164,,,,265.26,263.15,267.15,1030,,,31,7,270,,,,,,,,,1,800,Clear,sky is clear,01d
1515265200,2018-01-06 19:00:00 +0000 UTC,4366164,,,,265.71,264.15,267.15,1029,,,31,6,230,,,,,,,,,1,800,Clear,sky is clear,01d
1515268800,2018-01-06 20:00:00 +0000 UTC,4366164,,,,266.09,265.15,267.15,1029,,,31,6,240,,,,,,,,,1,800,Clear,sky is clear,01d
1515272400,2018-01-06 21:00:00 +0000 UTC,4366164,,,,265.86,264.15,267.15,1030,,,28,5,230,,,,,,,,,1,800,Clear,sky is clear,01d
1515276000,2018-01-06 22:00:00 +0000 UTC,4366164,,,,265.63,264.15,267.15,1031,,,33,2,240,,,,,,,,,1,800,Clear,sky is clear,01d
1515279600,2018-01-06 23:00:00 +0000 UTC,4366164,,,,264.74,263.15,266.15,1032,,,33,4,230,,,,,,,,,1,800,Clear,sky is clear,01n
1515283200,2018-01-07 00:00:00 +0000 UTC,4366164,,,,263.86,262.15,265.15,1033,,,36,5,240,,,,,,,,,1,800,Clear,sky is clear,01n
1515286800,2018-01-07 01:00:00 +0000 UTC,4366164,,,,263.33,261.15,265.15,1034,,,36,5,230,,,,,,,,,1,800,Clear,sky is clear,01n
1515290400,2018-01-07 02:00:00 +0000 UTC,4366164,,,,262.92,261.15,264.15,1034,,,40,4,250,,,,,,,,,1,800,Clear,sky is clear,01n
1515294000,2018-01-07 03:00:00 +0000 UTC,4366164,,,,262.09,261.15,263.15,1035,,,43,3,310,,,,,,,,,1,800,Clear,sky is clear,01n
1515297600,2018-01-07 04:00:00 +0000 UTC,4366164,,,,261.92,260.15,263.15,1036,,,43,1,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515301200,2018-01-07 05:00:00 +0000 UTC,4366164,,,,261.78,260.15,263.15,1035,,,43,3,230,,,,,,,,,1,800,Clear,sky is clear,01n
1515304800,2018-01-07 06:00:00 +0000 UTC,4366164,,,,261.49,259.15,263.15,1035,,,46,4,313,,,,,,,,,1,800,Clear,sky is clear,01n
1515308400,2018-01-07 07:00:00 +0000 UTC,4366164,,,,260.9,259.15,262.15,1036,,,46,4,313,,,,,,,,,1,800,Clear,sky is clear,01n
1515312000,2018-01-07 08:00:00 +0000 UTC,4366164,,,,260.41,258.15,262.15,1037,,,65,2,340,,,,,,,,,1,800,Clear,sky is clear,01n
1515315600,2018-01-07 09:00:00 +0000 UTC,4366164,,,,260.15,258.15,262.15,1038,,,50,3,327,,,,,,,,,1,800,Clear,sky is clear,01n
1515319200,2018-01-07 10:00:00 +0000 UTC,4366164,,,,259.27,257.15,261.15,1038,,,50,1,240,,,,,,,,,1,800,Clear,sky is clear,01n
1515322800,2018-01-07 11:00:00 +0000 UTC,4366164,,,,258.59,256.15,261.15,1038,,,50,1,320,,,,,,,,,1,800,Clear,sky is clear,01n
